MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,RecordID
1,0.0216756390813221,-0.0620752914531054,0.318229461055719,0.380439101953914,0.179042904800709,-0.0416665676598535,-0.252299868762378,-0.167117027668498,0.220027216778489,0.260325776550994,-0.100379096858466,-0.236427973214632,0.0270699959993242,0.216923037728799,0.0648531996210152,-0.0466202523470996,-0.0551461184754089,-0.085971746729402,-0.00912682052745849,0.0656303577934855,0.0440404903196165,1
1,0.126523439514429,-0.0404820099658971,0.341128660929748,0.381445834455273,0.261154040032019,-0.0170487153338174,-0.29406441886216,-0.222278363442842,0.282337768378719,0.318772331434235,-0.146821489266649,-0.318072317944455,0.0394590385874904,0.202870392284116,0.0293333713369898,-0.0715436807904282,-0.060629724026827,-0.0672295953504477,-0.038195716495788,0.0701265304168917,0.0484396646005424,1
1,0.196429267770106,0.00902114440949118,0.317771780660578,0.29348355837672,0.185684200230794,0.0440629787011418,-0.169936161754268,-0.121460507355486,0.237436949686832,0.275900268335141,-0.109105891363088,-0.277137893520016,0.00726499348251224,0.163425613646143,0.0470603638232049,-0.0454090035777725,-0.0671182595064922,-0.0476252239295148,-0.00587520273521012,0.0531065829775347,0.0306693110253518,1
1,0.198494084775813,0.0787177541556742,0.47823093716486,0.425219465269125,0.257916176469809,0.0494100453136474,-0.146033748248171,-0.127461119465105,0.170725391688667,0.166394920385225,-0.197709051228851,-0.379524998008341,-0.100023471369366,0.0837046981054077,-0.0611329356147734,-0.172903696820836,-0.164822306084474,-0.15234119602461,-0.0688507723160204,0.0244122941920381,-0.0098214062841367,1
1,0.232171495361949,0.0858600595877772,0.375018951195484,0.347218110880136,0.220418938909972,-0.0162893307702151,-0.215934931579426,-0.131878164882377,0.219243003063459,0.20859832578096,-0.140611079043562,-0.279807370967502,-0.0297972982045726,0.125959868364182,-0.0273850274017116,-0.103962762884094,-0.0588228870176523,-0.0773696410619303,-0.0704450598600681,0.0150371537988759,0.0126128978860611,1
1,0.353136062656897,0.074767023953865,0.637226794937919,0.712662340550365,0.385779920992431,0.0782202345955668,-0.153057926722507,-0.0854354942501735,0.3985554201813,0.34881440181552,-0.263219621741868,-0.443803669540723,0.0214945106786406,0.0756368339153416,-0.182579407232533,-0.245248262214373,-0.119058800672075,-0.15154262821074,-0.10537004465608,-0.0139438121945714,-0.122336748555391,1
1,0.237880385423077,0.151525036871682,0.455237383993249,0.396763198028998,0.309011946102219,0.101053753795185,-0.209149343337355,-0.133798204527892,0.201878230480087,0.243816973840118,-0.116869114831253,-0.303819759267166,-0.0741542269996096,0.0616126252412731,-0.0468585597060249,-0.170682854807331,-0.161721594190821,-0.129410659040591,-0.0877189131144178,-0.0237889873519056,-0.0147795730975686,1
1,0.389888086518115,-0.0477807836494591,0.254419652163128,0.396853010653069,0.256865473669751,-0.0717127920953424,-0.237464825364752,-0.0654402159301175,0.266536985834588,0.246525508142328,-0.109814382311252,-0.218208903184646,0.0367772117093909,0.22844974209071,0.129673875814946,-0.0646181846307602,-0.162413480948959,-0.0690756146879709,0.0924264079562596,0.170543372695067,0.0369238570006854,2
1,0.158186211191605,-0.0376005528122152,0.347848084683151,0.302562538478434,0.228206195108657,0.0993311289028735,-0.23679426058721,-0.181580552412446,0.286637935483481,0.411045011434541,-0.0703845059160492,-0.299021615698676,0.0376021132381893,0.248732016324324,0.118666585334639,-0.024789136923706,-0.0738608314324421,-0.126798593356265,-0.0351940340654718,0.150598518021697,0.131673921028374,2
1,0.312788296090125,-0.053555862820799,0.346862460815527,0.467567090738084,0.212526905033975,-0.0477918567554997,-0.212715119839426,-0.108353838764463,0.218171688794559,0.300077732142204,-0.0714848119070143,-0.264028625381701,-0.0522479987020108,0.166421844832591,0.100628463679194,-0.0919172137044048,-0.185579299976211,-0.0484168469614464,0.137364807826128,0.119920120672844,-0.0125492832356616,2
1,0.112623623866316,0.265673277497532,0.246649092691054,0.177451528057884,0.374103168386033,0.0124673020577313,-0.343225613615425,-0.10917310930428,0.258443851453703,0.25863970451274,-0.139994066515987,-0.272859505104691,0.0114563845552072,0.222196683315843,0.131893782583854,-0.0507259189280429,-0.133186506439233,-0.0885805484915897,0.0313331638962136,0.148905515252018,0.118336910231406,2
1,0.142109450571603,-0.0559809051797777,0.337501714588575,0.334317457177848,0.197188341231201,0.0025019916077735,-0.233782348843026,-0.167291902116547,0.304794308005794,0.336169769527181,-0.181790719713507,-0.354812167849357,0.0248804664340051,0.281963167719295,0.11858301782852,-0.0663508617254128,-0.0982903161347995,-0.0680011051765406,0.0197776233564921,0.182967677320789,0.124022237798964,2
1,0.367821016227921,0.0490852577723701,0.339151494052871,0.427092785765502,0.205291255202622,-0.0594645688234965,-0.206361725977963,-0.0544709139097345,0.292992174111644,0.264217503092228,-0.156957574670395,-0.302266850885723,0.0636406484002591,0.258153695710141,0.14892166116617,-0.152477793215843,-0.204730127579471,-0.0215830714356294,0.102277397930424,0.1156458296792,-0.103240806997529,2
1,0.122330234934537,-0.0723228678501836,0.229326697487609,0.273417110416169,0.249177495160276,0.0822826224625469,-0.194115392882886,-0.197990772404855,0.216736532722216,0.324211272280056,-0.100459461005193,-0.262628276108192,0.0547730185391093,0.189084071688214,0.0844276851201513,-0.00516489476721953,-0.060395567339348,-0.0596498686327882,0.0154239137375335,0.170665958693711,0.0952426147739795,2
1,0.226970284065192,0.0836953371791369,0.384828209749717,0.274766293580039,0.252014328930281,0.0731819940077323,-0.205707365609833,-0.141419481479546,0.277642179735989,0.245493084074546,-0.20512216219023,-0.301872672957514,0.0471113601671321,0.250580712962787,0.0949806716094676,-0.155943902426709,-0.158706752459084,-0.0250172418660849,0.0828767383540952,0.161698306504197,0.0643830906532828,2
1,0.294549230722946,-0.0141807509921951,0.264370351072932,0.379759987297922,0.229988406482651,-0.0815246349400014,-0.230530802299809,0.00698908072808482,0.345370890587633,0.195781371962171,-0.244544921260662,-0.246211461513485,0.130054756608578,0.251867750802709,0.0796136122905531,-0.109057639817572,-0.122990272119376,-0.0318762084690273,0.0892937789838105,0.140116274656563,0.00638508911659143,3
1,0.26150715204802,0.0522746064191721,0.328687625080518,0.368434116063597,0.214676986853947,-0.0468540980890608,-0.233987905248266,-0.0657522891088949,0.373114899751353,0.271880037076733,-0.219793083184911,-0.315057211285385,0.114856287853927,0.324349141686683,0.0921976854887849,-0.109829210863214,-0.103379663919439,-0.0328260327656885,0.0849978722658851,0.121602654083227,-0.0683005618738045,3
1,0.220797935462845,-0.0482417951967921,0.27535805620992,0.378683493805508,0.207682022772798,-0.0444249533116615,-0.224700197118155,-0.0543298830808491,0.334367023535291,0.260841642249096,-0.20827000026651,-0.293233249247888,0.141389416817217,0.313753287607278,0.0829148679694165,-0.0899088758255968,-0.124538153633869,-0.0516829415890064,0.0968791904558556,0.164042144846076,-0.00237623964510187,3
1,0.193315490724539,-0.0186046953548661,0.303964122589611,0.345671573726179,0.239833277251271,-0.0455041309606569,-0.20197618927624,-0.0500667568387882,0.334213772484554,0.210062444468662,-0.277098107278309,-0.350503737656802,0.0816009651186151,0.27820656258775,0.0748155550825751,-0.139842154940052,-0.143237382635024,-0.052597685354336,0.0518389598730347,0.112501110875624,0.0186555610283503,3
1,0.243613413688638,0.0239891771875151,0.342174593608567,0.382756965785756,0.256472175695871,-0.0556866104610982,-0.217469185255677,-0.03137310670529,0.354407833207228,0.3048504390394,-0.202011510265988,-0.313190681338603,0.0749070567240419,0.23942585606762,0.0591303424257529,-0.128837197009649,-0.14868823305535,-0.0676561728737787,0.0829524270619133,0.141266278911999,-0.051394785930614,3
1,0.192136508858481,0.0329538829573015,0.31123652446677,0.331441641779871,0.236633199352376,-0.0581771550050589,-0.295677075760678,-0.0740386029131587,0.377455689728597,0.218626195006995,-0.237079308618963,-0.272758505304635,0.0742730180312532,0.205283638819267,0.11387617319832,-0.0748598323355542,-0.14025127428432,-0.075436001595901,0.0806635922910091,0.127527605211667,-0.0119569953056873,3
1,0.175622446249794,0.0221302452302912,0.314060465558972,0.348676226928217,0.264114630972125,-0.064113657772595,-0.279526026537846,-0.0351199030932256,0.377829978775227,0.261721742244208,-0.211961022662403,-0.3030956263879,0.10051021909293,0.296661848610608,0.0791396305962758,-0.152321076360643,-0.149404198238538,-0.0542061232682684,0.0972879230214051,0.136844155876168,-0.0318193710824666,3
1,0.239973847087649,0.0471165000197145,0.338910733687483,0.363427861016908,0.240237285017729,-0.0728504141529757,-0.33181770974145,-0.103589564148808,0.349938411992804,0.26654762299956,-0.231646515626052,-0.293387590977236,0.0765681236730768,0.228250930044471,0.0805943749292275,-0.0624555064385606,-0.133747194281323,-0.0662967601088167,0.0865921536825515,0.152259285457722,0.0096293037667547,3
1,0.233861750247171,0.017278702733401,0.344057748726923,0.458382070440566,0.29317411044061,-0.085515464364776,-0.282995594541249,-0.0668073521110816,0.326631026208469,0.240668527881489,-0.227016852829784,-0.353708299234785,0.0896495206240813,0.298062802299627,0.0770956252269822,-0.114245016172428,-0.106938434656792,-0.0219762568417413,0.136745505566093,0.218625819518691,0.0171907418297416,3
1,0.269578717588751,-0.0158110519577479,0.276677687012968,0.371322732182597,0.206363661083583,-0.0358123404166098,-0.26319520939426,-0.0868409711562653,0.307357530424888,0.21531184906759,-0.234791253066354,-0.301897489165095,0.105096020846589,0.251244494732404,0.0659350876874266,-0.0622071005620307,-0.0894197668603553,-0.0593957882465283,0.0696099826808102,0.139050226913864,0.011533017492197,3
1,0.272260968260093,0.0600081592758469,0.313203154968267,0.339737963171731,0.17818904618843,-0.0677699824319688,-0.229993263207195,-0.033124516506926,0.350288999541884,0.240963485126881,-0.225178273775675,-0.267119282877306,0.129914540411525,0.31118835704436,0.0678181021305668,-0.124354823673803,-0.15234039109576,-0.0851240400075103,0.0699479011273119,0.156858089038551,-0.0276054452785319,3
1,0.262640384466853,0.0303636727886395,0.386784172166387,0.400017162097602,0.180937735819411,-0.065494094677723,-0.214802261765027,-0.0381313749009413,0.358933360658964,0.204959621572415,-0.224622613887475,-0.277195530240161,0.154290518063423,0.265812913546411,0.0244971790720181,-0.135754360640009,-0.136647643559796,-0.051082344315053,0.107458065938805,0.166224716131122,-0.0168825665693764,3
1,0.210461239323217,-0.0412185134615802,0.287992491936532,0.403179268795672,0.288824902714668,-0.0205054083024607,-0.283348869115763,-0.0829230406552161,0.377613749335049,0.300558646580882,-0.284036355079043,-0.362273164497639,0.107538386010051,0.319980714026809,0.113044517050198,-0.112704689017167,-0.134613377455218,-0.0638005458336735,0.102155225111446,0.173714919254026,0.0157648847502072,3
1,0.122894867579572,-0.13006806931287,0.105658497335174,0.312250289097777,0.234200775355316,0.126462045024198,-0.00247501048457989,0.0543108196419297,0.2126515530185,-0.0198550982366354,-0.390818716875042,-0.165751058167824,0.360627154729522,0.377850341786796,0.0787966936772821,-0.123234658589005,-0.173568058051251,-0.145972818603534,0.033164134818511,0.192025222089042,0.0509921882181881,4
1,0.345816603370909,0.0167193173731833,0.0653590475339335,0.178636145045858,0.219511805215338,0.134746414139062,-0.00903837205235462,0.0694450795898668,0.164905398563314,-0.0521158021260046,-0.301272990987401,-0.173716355897418,0.242601996276374,0.303180013361515,0.091894043743794,-0.0995196671584145,-0.187321852813465,-0.114207102941622,0.0313076711055145,0.121133807389013,0.0516378380007267,4
1,0.249911381322264,-0.0512458908881505,0.126811045814425,0.224876615542008,0.231338426416521,0.14353381001704,-0.0672727332071684,0.0790772156588489,0.267965732154893,-0.0404671601272533,-0.436525290257131,-0.215000270598298,0.328835713989556,0.356646502721423,0.0875908193945486,-0.0947503117003066,-0.195785778514073,-0.147178916450393,0.00370118297916335,0.0986913985206426,-0.018751926814404,4
1,0.298085029842749,-0.00430338013994447,0.112711497985935,0.214773085424009,0.212267531552325,0.0855087698082498,-0.0523616205168312,0.0127420014462289,0.173353291404877,-0.0119388976663504,-0.329274732487545,-0.204264813196973,0.257309752163771,0.295882819171867,0.0652433308868997,-0.105193804671536,-0.179441247380182,-0.102901799804,0.0829850984110005,0.151333117702258,0.0834776449605059,4
1,0.550181396211301,0.116073631126346,-0.0127325050306961,0.123113464810216,0.21782983863009,0.170376542469269,0.141399125705885,0.071524791366904,-0.0222677314016839,-0.132960088092837,-0.193007985158897,-0.0922786134896653,0.121476199157525,0.238904109364632,0.142937518756573,-0.0261834131806716,-0.172715263319657,-0.136976051443257,-0.0449710741837677,0.0647986947679422,0.131151704135016,4
1,0.73759415349901,-0.0800683543948046,-0.162849873565624,-0.102483582171101,0.0992562577093003,0.351056345030874,0.207643616987413,-0.0206621176945385,-0.151329188360015,-0.309395563069827,-0.482100290683886,-0.32106208116122,0.272276028946147,0.553855005897892,0.354604118195906,0.018593729838811,-0.336270243724699,-0.341076471339584,-0.0992439505436017,0.195096827982653,0.302056347615156,4
1,0.218616513180192,-0.00410375991999274,0.123472852896595,0.19274505440147,0.207936731776061,0.124591360556667,0.0132649128410635,0.0332170410089363,0.191861780587232,-0.019489539716175,-0.369080086004126,-0.1654790840976,0.286938644838571,0.296214989649355,0.0748849030171343,-0.0683661436023855,-0.174708809154367,-0.140187381800559,0.0304733181523358,0.1355107836235,0.0525444147964995,4
1,0.168293817279548,-0.0694426900786218,0.174346773153482,0.266333354560693,0.236824075254791,0.0344329019738809,-0.11256559124488,0.0657353245504178,0.310443592069781,-0.00798248702378736,-0.464074211508871,-0.180668242845238,0.421653244905975,0.414818209684288,0.0348103117529683,-0.134140772323829,-0.190624433203465,-0.0978190817759948,0.132612752693268,0.140743887311657,-0.025324043121262,4
1,0.334887760382695,0.106897498092911,0.384748837219095,0.323405434766025,0.236701743241974,-0.025060129913056,-0.236247450140286,-1.38287693105305e-05,0.298978108669717,0.0856285097847518,-0.375099651885841,-0.163764551385716,0.292391741269571,0.25408348245382,-0.035246185565724,-0.186648619239038,-0.135176990733048,-0.0188857882518146,0.178667688863661,0.117436643386359,-0.100891704115836,4
1,0.207405029644566,0.0299876270655145,0.354594994385162,0.394384100347297,0.228332476833995,-0.0331769992465812,-0.194131773716512,0.076674582457897,0.426457883259372,0.0903430933584199,-0.396806245476556,-0.230805251958633,0.300520784938832,0.249643747100008,-0.0309026109129675,-0.159817345149073,-0.163950864347143,-0.0136055450740081,0.148283350987507,0.071880287686977,-0.0729620823653521,4
1,0.16993365555516,0.0583130358979474,0.276362030617456,0.270103631479646,0.209740040795711,0.0357668113534883,-0.206272966785812,-0.050851326347235,0.359776535352285,0.0817903104592404,-0.382305559097657,-0.2163660335993,0.343778364742597,0.361163381356017,-0.0374526873328707,-0.158649630804581,-0.179568317451876,-0.0698169245132463,0.149701062642575,0.14432879492121,-0.0732744071893023,4
1,0.17492519651315,0.0086597585849087,0.336113247736039,0.339399812509679,0.230171847712596,-0.00398232714975404,-0.276999681744307,-0.106622241468068,0.360341359429924,0.196881386240331,-0.336004129624028,-0.244509334799528,0.306412227306399,0.350844515486274,-0.0243900365796613,-0.191771520255632,-0.166035302388812,-0.0619546778996956,0.110551521018641,0.157784738509181,-0.0389867238141828,4
1,0.231645969747594,-0.0627997549071279,0.360740385380099,0.383435189111214,0.231630718907751,-0.0191132621298771,-0.284785174443936,-0.181143561308725,0.347393759015112,0.425337010017569,-0.128288308298224,-0.426677841113393,-0.00430481357232432,0.395496151437028,0.174120298215129,-0.179893707035204,-0.26443554269956,-0.16487712943279,0.0644371902025383,0.269065589000625,0.15235846487581,5
1,0.191368852134653,-0.0521232321704684,0.279296403965974,0.365936428945952,0.245872343624385,0.0406510774664186,-0.224851156817302,-0.184649098234985,0.226959818042033,0.337830663488074,-0.142781419306549,-0.432421789983872,-0.0343316334581964,0.37571561247999,0.222328630896711,-0.162596459707628,-0.239633419968466,-0.157403234880005,0.00316988250192875,0.247555144385004,0.209833321207074,5
1,0.104270265349562,-0.166807170692059,0.330710300486072,0.406042088666707,0.337199906076213,0.0467969787245974,-0.25839031872721,-0.250365944768251,0.399772591444115,0.512229100363465,-0.13651460278318,-0.563487770001366,-0.0835031836481271,0.413627518224884,0.293119485417477,-0.0750977401520056,-0.188033346526275,-0.173655679268566,-0.0172870815128675,0.283771777371735,0.221134551415521,5
1,0.189394641342151,-0.133340713528749,0.306832716875145,0.387632893619985,0.299753451783246,0.0345143105127586,-0.263379636027898,-0.261846968818616,0.303980686131426,0.438883296526982,-0.128969752268474,-0.489593013725465,-0.0302301051970976,0.363037466394193,0.227228682471534,-0.0595741971513075,-0.225421510230417,-0.22974594944949,-0.0373048002108922,0.24515555794249,0.256429632549556,5
1,0.136400564300506,-0.154627774506084,0.0926608467446862,0.188333226323097,0.200023805286837,0.121314725744144,-0.0769838336112959,-0.00903388279570983,0.341766888684274,0.18595779028911,-0.353748904381796,-0.414656715394639,0.0738694190781622,0.382022871362277,0.252493264204429,0.0314441139085824,-0.126884380752455,-0.202143227371934,-0.085771818891568,0.0976498554668017,0.101565608645795,6
1,0.582621390578334,0.101524058755738,-0.0767017957123275,-0.0362972424627149,0.133253817574088,0.230501419214274,0.265139420313893,0.153917341848561,-0.00607661627772483,-0.164573185236016,-0.199720000978599,-0.0559136356821002,0.111013329988788,0.153529577549444,0.169040228496034,0.0778481519467516,-0.0869855619001053,-0.119691871007535,-0.0885116607742217,-0.0581752646969822,0.0428957095488937,6
1,0.414175794502146,-0.0368565590876402,-0.116732744808556,-0.012829374820544,0.208741476049627,0.289757637090941,0.197039152744304,0.0727846241902362,-0.0256436662482586,-0.12874286490119,-0.188142946575027,-0.0964032772387143,0.118336001651362,0.247921882082449,0.187787303980073,0.00713682810444399,-0.118350325115911,-0.15197610498146,-0.0810645362858044,0.0553837698470904,0.114030930669794,6
1,0.157190156531745,-0.136623637569794,0.053161534515243,0.139237712266926,0.194621765391549,0.138304606729831,-0.0133775888573729,0.0433946555939943,0.175863771670755,0.0367823751821498,-0.289628197103383,-0.296037383862314,0.129506646140739,0.307577507492454,0.17941180297866,-0.0346892761770794,-0.16377611819331,-0.170793848231359,-0.046933512016195,0.109520337712606,0.0650793675383034,6
1,0.0758605203383423,-0.189718390998267,0.049493349208941,0.132028554141563,0.206616001621544,0.0801247380179421,-0.0640394932454278,0.0267087474072354,0.215737873850496,0.0200620403630132,-0.434317159505886,-0.42426522549811,0.119992756582177,0.471760960254558,0.272691312511665,-0.113844117808132,-0.245270819658652,-0.232203283852578,-0.0198171651849148,0.206426405376428,0.139751482753314,6
1,0.426861445654413,0.0825254385971846,0.0554916612818256,0.081432101027529,0.107679566935929,0.130787006732192,0.0768032785746777,0.103885505723576,0.0975983620314542,-0.023762626586411,-0.190841198475069,-0.161822420894921,0.0576364296844922,0.189767994525961,0.14240578173532,0.0132954081434561,-0.0786689867051229,-0.103942115815562,-0.0349112102867754,0.0218136595891714,0.0265093081960791,6
1,0.186151373391809,-0.104278914421204,0.110313325382015,0.359543717384388,0.240316366003385,0.000250680910035718,-0.0215727676889723,0.103022315699797,0.0122730244400255,-0.162876304864213,-0.20939637766487,0.0648456702529618,0.331709712520219,0.280686248633016,-0.0726786661112846,-0.284976213947707,-0.182422433553158,0.12178040729632,0.243281577975128,0.0602111992306842,-0.10769139782168,7
1,0.190290263022259,-0.0509799842877232,0.126979113292074,0.354815759284625,0.277633480179674,-0.0135515939684868,-0.0658187996662031,0.181632291328053,0.0920065642647176,-0.289722123989976,-0.310873375572256,0.0634398857871928,0.293764720590924,0.270724267018253,-0.0648404535049503,-0.358118395933081,-0.197997129995002,0.111833549373306,0.149073828615631,0.0678987923526874,0.0256636308263695,7
1,0.302321951005748,-0.0499346034878005,0.130235855796903,0.272830492209479,0.152959621781814,-0.0191969060785521,-0.0202097667889732,0.178848555113717,0.0450263154514385,-0.249838728993579,-0.252257121842183,0.0990370957344594,0.359633595080846,0.277188666502362,-0.168983979548891,-0.37374841326091,-0.149408776788459,0.118091398212924,0.101313496433581,-0.0054615128616179,0.0418431697453573,7
1,0.199597244368587,-0.213575353909137,-0.0345658786976971,0.239042575503127,0.235131689889681,0.0839134762214871,0.0821761697228865,0.127701652554963,-0.0772670473538146,-0.258220526009969,-0.156937351868131,0.170306995513259,0.398544371571015,0.246424724848467,-0.177263133131261,-0.345132000787381,-0.151457987569201,0.103020566681799,0.142980488688158,0.0911605479834749,-0.00674770646756884,7
1,0.339049262203274,-0.00127559679276023,0.0750880573333456,0.298090844364212,0.190639022992884,0.0222953646540818,0.0492163828381477,0.175379680065519,-0.00775052306177431,-0.252298054567613,-0.198813299689899,0.198647280835314,0.445917477237568,0.249543394226706,-0.161597917033065,-0.299406734668027,-0.121591687115461,0.108061628816392,0.124869951111042,-0.00488819724950621,-0.040085958261728,7
1,0.288557953227124,-0.10331506760165,0.0408143063162158,0.288768420874117,0.274986850982324,0.0967987853603087,-0.048875553149415,0.00603447838596955,-0.0630024588898286,-0.186291283426769,-0.169554706018023,0.140305740807672,0.385878977370948,0.274367680953217,-0.162494062319996,-0.370084868418885,-0.203801367402902,0.128533777426186,0.197305505333432,0.108007887184982,-0.0476972391432428,7
1,0.254203207698836,-0.0234259766881263,0.139407150588873,0.300629655539994,0.155400257425085,-0.0517442680042033,-0.0616162306256011,0.132343980263156,0.0716505829080726,-0.187996590576623,-0.274097765847546,0.0244865440430123,0.359194350196219,0.316900593608312,-0.0792861719597395,-0.282875275420406,-0.174391552795074,0.0869915688995259,0.155597444097117,0.0456811181425965,-0.0262790649861534,7
1,0.232867027266176,-0.123159810304307,0.0518415698713751,0.251865185013489,0.213494090613152,0.110496025889045,0.0635878800190346,0.0659077249111265,-0.0689056608843134,-0.230497699894158,-0.221558449857848,0.174827381191207,0.447284858267685,0.20693357569829,-0.219120164585031,-0.405825147527815,-0.214224799702461,0.135462833832152,0.175999498330714,0.0394919525359622,-0.0175653508454756,7
1,0.238308012151774,-0.0769107119280655,0.0741278542622013,0.288283197494332,0.199955524401929,0.0139645014622571,-0.0206497910037469,0.228294065865784,0.0921217918202407,-0.215206798312732,-0.193600230829739,0.0786994560330275,0.354700537433825,0.273551176954393,-0.103452548939541,-0.302998991984911,-0.179728685735703,0.0702917846733343,0.104724283757361,0.0604869594534568,0.0114512768791283,7
1,0.208968441346076,-0.0455333688323178,0.125782188506394,0.2170386311311,0.115540706322819,0.0114432018398382,0.068780703737972,0.217652187463836,0.0408317743872396,-0.187358799920489,-0.185106028826709,0.146799229019619,0.418172000168199,0.265400587784636,-0.0697347381293412,-0.270090092734776,-0.140016966463205,0.0790941258437169,0.0857145485767987,-5.28734457314601e-05,0.00575636792748196,7
1,0.35662458083929,-0.0675958098172917,-0.00667526769390945,0.228237382261737,0.184825525117808,0.11704196115289,0.014856275029034,0.132331969253789,-0.0343855711680621,-0.251201315595392,-0.234047931569531,0.172923704408377,0.389619197467555,0.247203823435311,-0.220471045419828,-0.421479728327128,-0.203038763729619,0.0788199100109977,0.101805025152594,0.0493843964823455,0.0691190208363884,7
